id,segment,RID,delivery type,class,sub-class,no of items,location,departure city,departure state,address code,placement date,delivery date,price,discount,profit
5204,Home Office,4823,Same Day,kariox,headset,6,West,Yuma,Arizona,85364,01-07-2020,01-07-2020,44.856,0.7,-35.8848
5205,Corporate,7238,Same Day,fynota,sweets,3,East,Philadelphia,Pennsylvania,19143,01-07-2020,01-07-2020,341.991,0.7,-319.1916
5206,Corporate,478,Standard Class,fynota,colddrinks,6,West,Los Angeles,California,90008,01-07-2020,01-07-2020,95.76,0.2,7.182
5207,Corporate,542,First Class,fynota,colddrinks,8,West,Tucson,Arizona,85705,01-07-2020,01-07-2020,380.864,0.2,38.0864
5208,Consumer,599,First Class,kariox,charger,2,East,Philadelphia,Pennsylvania,19134,01-07-2020,01-07-2020,11.632,0.2,1.0178
5209,Corporate,1413,Standard Class,qexty,shorts,4,East,New York City,New York,10035,01-07-2020,01-07-2020,165.28,0,14.8752
5210,Corporate,1208,Second Class,kariox,headset,3,East,New York City,New York,10009,01-07-2020,01-07-2020,9.144,0.2,3.2004
5211,Consumer,4682,Second Class,kariox,lighting,9,East,Auburn,New York,13021,01-07-2020,01-07-2020,29.61,0,13.3245
5212,Corporate,1207,Second Class,kariox,laptop,1,East,New York City,New York,10009,01-07-2020,01-07-2020,11.21,0,3.363
5213,Consumer,2187,Same Day,fynota,chocolates,2,South,Huntsville,Alabama,35810,01-07-2020,01-07-2020,29,0,7.25
5214,Corporate,2154,Standard Class,kariox,headset,2,East,New York City,New York,10009,01-07-2020,01-07-2020,14.16,0.2,5.133
5215,Corporate,7604,Standard Class,kariox,phone,2,East,Providence,Rhode Island,2908,01-07-2020,01-07-2020,12.96,0,6.2208
5216,Corporate,1212,Second Class,qexty,pants,4,East,New York City,New York,10009,01-07-2020,01-07-2020,579.136,0.2,21.7176
5217,Corporate,1211,Second Class,kariox,headset,2,East,New York City,New York,10009,01-07-2020,01-07-2020,8.544,0.2,2.8836
5218,Corporate,1210,Second Class,kariox,television,7,East,New York City,New York,10009,01-07-2020,01-07-2020,41.86,0,10.465
5219,Consumer,1306,Second Class,fynota,colddrinks,7,Central,Houston,Texas,77036,01-07-2020,01-07-2020,419.944,0.2,52.493
5220,Corporate,1209,Second Class,kariox,lighting,7,East,New York City,New York,10009,01-07-2020,01-07-2020,14.07,0,6.8943
5221,Corporate,4584,Second Class,kariox,television,2,West,Los Angeles,California,90045,01-08-2020,01-08-2020,8.26,0,3.7996
5222,Consumer,3115,Standard Class,kariox,phone,6,West,Seattle,Washington,98105,01-08-2020,01-08-2020,34.68,0,16.9932
5223,Consumer,3116,Standard Class,qexty,tshirts,6,West,Seattle,Washington,98105,01-08-2020,01-08-2020,532.704,0.2,-39.9528
5224,Consumer,3117,Standard Class,kariox,battery,5,West,Seattle,Washington,98105,01-08-2020,01-08-2020,43.1,0,11.206
5225,Consumer,3118,Standard Class,kariox,charger,4,West,Seattle,Washington,98105,01-08-2020,01-08-2020,15.88,0,0.1588
5226,Corporate,5615,Standard Class,kariox,television,5,East,New York City,New York,10035,01-08-2020,01-08-2020,21.3,0,8.733
5227,Corporate,5616,Standard Class,kariox,battery,5,East,New York City,New York,10035,01-08-2020,01-08-2020,1040.8,0,281.016
5228,Corporate,5617,Standard Class,kariox,television,6,East,New York City,New York,10035,01-08-2020,01-08-2020,29.34,0,7.9218
5229,Home Office,7988,Standard Class,kariox,tablet,4,Central,Sheboygan,Wisconsin,53081,01-08-2020,01-08-2020,25.2,0,11.592
5230,Home Office,7991,Standard Class,fynota,chocolates,2,Central,Sheboygan,Wisconsin,53081,01-08-2020,01-08-2020,1.98,0,0.891
5231,Home Office,7990,Standard Class,kariox,laptop,1,Central,Sheboygan,Wisconsin,53081,01-08-2020,01-08-2020,14.97,0,4.1916
5232,Consumer,993,First Class,kariox,lighting,3,West,San Jose,California,95123,01-08-2020,01-08-2020,10.23,0,4.9104
5233,Consumer,994,First Class,kariox,phone,5,West,San Jose,California,95123,01-08-2020,01-08-2020,154.9,0,69.705
5234,Corporate,1464,First Class,qexty,tshirts,6,Central,Pasadena,Texas,77506,01-08-2020,01-08-2020,1024.716,0.3,-29.2776
5235,Consumer,1870,Second Class,kariox,phone,1,West,Seattle,Washington,98103,01-08-2020,01-08-2020,6.48,0,3.1104
5236,Corporate,2857,First Class,qexty,tshirts,4,West,San Diego,California,92037,01-08-2020,01-08-2020,1603.136,0.2,100.196
5237,Corporate,3932,Standard Class,kariox,television,3,East,Philadelphia,Pennsylvania,19140,01-08-2020,01-09-2020,5.472,0.2,1.6416
5238,Consumer,3114,Standard Class,kariox,watch,5,West,Seattle,Washington,98105,01-08-2020,01-08-2020,135.9,0,63.873
5239,Corporate,3933,Standard Class,fynota,chocolates,2,East,Philadelphia,Pennsylvania,19140,01-08-2020,01-09-2020,47.984,0.2,13.1956
5240,Home Office,7989,Standard Class,kariox,tablet,3,Central,Sheboygan,Wisconsin,53081,01-08-2020,01-08-2020,37.59,0,17.6673
5241,Corporate,1463,First Class,fynota,chocolates,2,Central,Pasadena,Texas,77506,01-08-2020,01-08-2020,159.984,0.2,43.9956
5242,Consumer,657,Standard Class,kariox,watch,2,East,Columbus,Ohio,43229,01-08-2020,01-08-2020,134.288,0.2,45.3222
5243,Home Office,3019,Standard Class,fynota,chocolates,7,Central,Pharr,Texas,78577,01-08-2020,01-08-2020,666.4,0.2,-33.32
5244,Corporate,6865,Standard Class,kariox,headset,2,West,Los Angeles,California,90004,01-08-2020,01-08-2020,12.672,0.2,4.752
5245,Corporate,5447,Standard Class,fynota,colddrinks,6,East,New York City,New York,10035,01-08-2020,01-09-2020,33,0,8.25
5246,Corporate,6866,Standard Class,fynota,colddrinks,5,West,Los Angeles,California,90004,01-08-2020,01-08-2020,91.96,0.2,-20.691
5247,Corporate,6867,Standard Class,fynota,chocolates,3,West,Los Angeles,California,90004,01-08-2020,01-08-2020,254.97,0,91.7892
5248,Corporate,6868,Standard Class,fynota,colddrinks,2,West,Los Angeles,California,90004,01-08-2020,01-08-2020,31.984,0.2,-7.996
5249,Corporate,6869,Standard Class,qexty,hoodies,9,West,Los Angeles,California,90004,01-08-2020,01-08-2020,2887.056,0.2,180.441
5250,Corporate,6870,Standard Class,kariox,phone,2,West,Los Angeles,California,90004,01-08-2020,01-08-2020,12.96,0,6.2208
5251,Corporate,6871,Standard Class,kariox,phone,9,West,Los Angeles,California,90004,01-08-2020,01-08-2020,47.52,0,21.384
5252,Corporate,8831,Second Class,kariox,headset,10,West,Seattle,Washington,98115,01-08-2020,01-08-2020,33.44,0.2,11.704
5253,Consumer,9880,Standard Class,qexty,tshirts,7,East,New York City,New York,10035,01-08-2020,01-08-2020,573.174,0.1,63.686
5254,Consumer,655,Standard Class,kariox,battery,2,East,Columbus,Ohio,43229,01-08-2020,01-08-2020,113.552,0.2,8.5164
5255,Consumer,656,Standard Class,kariox,headset,2,East,Columbus,Ohio,43229,01-08-2020,01-08-2020,3.318,0.7,-2.6544
5256,Consumer,4107,Standard Class,kariox,headset,2,Central,Houston,Texas,77041,01-08-2020,01-08-2020,4.312,0.8,-6.8992
5257,Consumer,4900,Standard Class,kariox,headset,8,West,Gresham,Oregon,97030,01-08-2020,01-08-2020,26.352,0.7,-18.4464
5258,Corporate,7736,Standard Class,kariox,phone,3,West,Seattle,Washington,98105,01-08-2020,01-08-2020,19.44,0,9.3312
5259,Home Office,9023,First Class,qexty,shorts,3,West,Fort Collins,Colorado,80525,01-08-2020,01-08-2020,98.328,0.2,9.8328
5260,Corporate,9617,Standard Class,kariox,television,2,West,Los Angeles,California,90049,01-08-2020,01-08-2020,5.76,0,1.6704
5261,Home Office,3017,Standard Class,kariox,laptop,8,Central,Pharr,Texas,78577,01-08-2020,01-08-2020,727.296,0.2,-172.7328
5262,Home Office,3018,Standard Class,qexty,shorts,3,Central,Pharr,Texas,78577,01-08-2020,01-08-2020,22.608,0.6,-10.1736
5263,Consumer,3113,Standard Class,fynota,sweets,3,West,Seattle,Washington,98105,01-08-2020,01-08-2020,837.6,0.2,62.82
5264,Corporate,5448,Standard Class,fynota,chocolates,5,East,New York City,New York,10035,01-08-2020,01-09-2020,249.95,0,87.4825
5265,Consumer,2693,Standard Class,fynota,colddrinks,3,West,Englewood,Colorado,80112,01-08-2020,01-09-2020,108.576,0.2,8.1432
5266,Consumer,7703,Standard Class,kariox,phone,2,Central,Detroit,Michigan,48234,01-08-2020,01-09-2020,11.56,0,5.6644
5267,Consumer,4072,First Class,qexty,pants,2,Central,Dallas,Texas,75081,01-08-2020,01-09-2020,156.3728,0.32,-52.8908
5268,Corporate,8426,First Class,kariox,headset,8,East,Cincinnati,Ohio,45231,01-08-2020,01-08-2020,18.432,0.7,-12.288
5269,Home Office,100,Standard Class,kariox,phone,7,Central,Chicago,Illinois,60610,01-08-2020,01-09-2020,64.624,0.2,22.6184
5270,Home Office,101,Standard Class,fynota,chocolates,3,Central,Chicago,Illinois,60610,01-08-2020,01-09-2020,95.976,0.2,-10.7973
5271,Home Office,102,Standard Class,kariox,headset,3,Central,Chicago,Illinois,60610,01-08-2020,01-09-2020,1.788,0.8,-3.0396
5272,Home Office,1176,Standard Class,kariox,charger,3,East,Concord,New Hampshire,3301,01-08-2020,01-09-2020,27.93,0,8.0997
5273,Home Office,1242,Standard Class,fynota,colddrinks,4,East,New York City,New York,10024,01-08-2020,01-09-2020,22,0,5.5
5274,Corporate,4684,Standard Class,qexty,hoodies,4,East,Philadelphia,Pennsylvania,19120,01-08-2020,01-09-2020,241.92,0.4,-56.448
5275,Corporate,4685,Standard Class,qexty,pants,4,East,Philadelphia,Pennsylvania,19120,01-08-2020,01-09-2020,163.88,0.5,-81.94
5276,Corporate,4686,Standard Class,kariox,headset,2,East,Philadelphia,Pennsylvania,19120,01-08-2020,01-09-2020,3.486,0.7,-2.7888
5277,Corporate,4687,Standard Class,kariox,lighting,7,East,Philadelphia,Pennsylvania,19120,01-08-2020,01-09-2020,10.584,0.2,-2.3814
5278,Consumer,327,First Class,fynota,colddrinks,3,East,Philadelphia,Pennsylvania,19143,01-08-2020,01-09-2020,290.898,0.4,-67.8762
5279,Consumer,328,First Class,kariox,laptop,2,East,Philadelphia,Pennsylvania,19143,01-08-2020,01-09-2020,54.224,0.2,3.389
5280,Consumer,329,First Class,qexty,tshirts,4,East,Philadelphia,Pennsylvania,19143,01-08-2020,01-09-2020,786.744,0.3,-258.5016
5281,Consumer,330,First Class,kariox,tablet,10,East,Philadelphia,Pennsylvania,19143,01-08-2020,01-09-2020,100.24,0.2,33.831
5282,Consumer,331,First Class,kariox,headset,6,East,Philadelphia,Pennsylvania,19143,01-08-2020,01-09-2020,37.764,0.7,-27.6936
5283,Consumer,6337,Standard Class,qexty,shorts,4,West,Los Angeles,California,90008,01-08-2020,01-09-2020,47.04,0,15.9936
5284,Consumer,6338,Standard Class,fynota,colddrinks,5,West,Los Angeles,California,90008,01-08-2020,01-09-2020,339.96,0.2,42.495
5285,Home Office,5630,Second Class,qexty,hoodies,9,East,Philadelphia,Pennsylvania,19143,01-08-2020,01-08-2020,815.292,0.4,-339.705
5286,Consumer,4071,First Class,kariox,headset,4,Central,Dallas,Texas,75081,01-08-2020,01-09-2020,10.024,0.8,-16.5396
5287,Home Office,6695,Standard Class,fynota,chocolates,3,Central,Franklin,Wisconsin,53132,01-08-2020,01-08-2020,47.97,0,14.8707
5288,Consumer,4070,First Class,kariox,headset,9,Central,Dallas,Texas,75081,01-08-2020,01-09-2020,13.14,0.8,-21.681
5289,Corporate,7252,Standard Class,kariox,tablet,4,South,Hollywood,Florida,33021,01-08-2020,01-09-2020,9.216,0.2,3.3408
5290,Consumer,7704,Standard Class,fynota,colddrinks,3,Central,Detroit,Michigan,48234,01-08-2020,01-09-2020,209.97,0,58.7916
5291,Consumer,7705,Standard Class,qexty,hoodies,4,Central,Detroit,Michigan,48234,01-08-2020,01-09-2020,447.84,0,98.5248
5292,Consumer,7706,Standard Class,fynota,chocolates,3,Central,Detroit,Michigan,48234,01-08-2020,01-09-2020,479.97,0,163.1898
5293,Consumer,7707,Standard Class,kariox,television,3,Central,Detroit,Michigan,48234,01-08-2020,01-09-2020,8.64,0,2.5056
5294,Consumer,8357,Standard Class,qexty,shorts,3,South,Athens,Georgia,30605,01-08-2020,01-08-2020,186.54,0,41.0388
5295,Corporate,9311,Standard Class,kariox,headset,8,East,New York City,New York,10024,01-08-2020,01-09-2020,146.688,0.2,45.84
5296,Corporate,9586,First Class,kariox,phone,1,South,Miami,Florida,33142,01-08-2020,01-08-2020,31.008,0.2,11.2404
5297,Consumer,743,Standard Class,kariox,charger,5,Central,Dallas,Texas,75220,01-08-2020,01-09-2020,51.52,0.2,-10.948
5298,Consumer,744,Standard Class,kariox,phone,1,Central,Dallas,Texas,75220,01-08-2020,01-09-2020,3.528,0.2,1.1466
5299,Consumer,745,Standard Class,kariox,phone,1,Central,Dallas,Texas,75220,01-08-2020,01-09-2020,4.624,0.2,1.6762
5300,Consumer,746,Standard Class,kariox,charger,4,Central,Dallas,Texas,75220,01-08-2020,01-09-2020,55.168,0.2,6.2064
5301,Consumer,3342,Second Class,kariox,phone,3,East,Quincy,Massachusetts,2169,01-08-2020,01-09-2020,122.97,0,60.2553
5302,Consumer,3343,Second Class,qexty,hoodies,1,East,Quincy,Massachusetts,2169,01-08-2020,01-09-2020,244.615,0.3,20.967
5303,Consumer,3344,Second Class,fynota,colddrinks,3,East,Quincy,Massachusetts,2169,01-08-2020,01-09-2020,59.97,0,28.7856
5304,Consumer,3345,Second Class,kariox,phone,9,East,Quincy,Massachusetts,2169,01-08-2020,01-09-2020,81.54,0,36.693
5305,Consumer,3346,Second Class,kariox,lighting,4,East,Quincy,Massachusetts,2169,01-08-2020,01-09-2020,11.68,0,5.256
5306,Consumer,3347,Second Class,kariox,headset,5,East,Quincy,Massachusetts,2169,01-08-2020,01-09-2020,29,0,13.92
5307,Corporate,5603,Second Class,kariox,laptop,1,Central,Houston,Texas,77041,01-08-2020,01-08-2020,14.16,0.2,1.062
5308,Corporate,5604,Second Class,kariox,phone,5,Central,Houston,Texas,77041,01-08-2020,01-08-2020,79.92,0.2,27.972
5309,Consumer,2692,Standard Class,kariox,phone,3,West,Englewood,Colorado,80112,01-08-2020,01-09-2020,15.48,0.2,5.6115
5310,Home Office,5313,Standard Class,kariox,charger,2,South,Greenville,North Carolina,27834,01-08-2020,01-08-2020,28.048,0.2,3.506
5311,Home Office,3497,Standard Class,qexty,hoodies,2,West,Los Angeles,California,90036,01-08-2020,01-08-2020,513.024,0.2,12.8256
5312,Home Office,1902,First Class,fynota,colddrinks,2,Central,Detroit,Michigan,48205,01-08-2020,01-08-2020,14.78,0,3.9906
5313,Corporate,3447,First Class,kariox,phone,2,East,New York City,New York,10024,01-08-2020,01-08-2020,70.88,0,33.3136
5314,Consumer,5943,Standard Class,fynota,colddrinks,4,West,Los Angeles,California,90032,01-08-2020,01-08-2020,211.168,0.2,18.4772
5315,Consumer,9511,Standard Class,kariox,television,9,East,New York City,New York,10024,01-08-2020,01-08-2020,38.34,0,15.7194
5316,Corporate,6583,Standard Class,fynota,chocolates,3,West,Edmonds,Washington,98026,01-08-2020,01-08-2020,179.97,0,86.3856
5317,Consumer,1800,Second Class,kariox,lighting,4,Central,Dallas,Texas,75081,01-08-2020,01-08-2020,11.168,0.2,3.6296
5318,Consumer,1801,Second Class,kariox,phone,3,Central,Dallas,Texas,75081,01-08-2020,01-08-2020,53.952,0.2,17.5344
5319,Home Office,3196,Standard Class,kariox,lighting,3,South,Jackson,Mississippi,39212,01-08-2020,01-08-2020,23.34,0,0.2334
5320,Home Office,3498,Standard Class,kariox,battery,6,West,Los Angeles,California,90036,01-08-2020,01-08-2020,487.92,0,136.6176
5321,Corporate,9490,Standard Class,kariox,television,7,South,Huntsville,Alabama,35810,01-08-2020,01-08-2020,197.05,0,59.115
5322,Home Office,3499,Standard Class,kariox,headset,5,West,Los Angeles,California,90036,01-08-2020,01-08-2020,15.24,0.2,5.334
5323,Consumer,3517,First Class,kariox,phone,9,South,Fayetteville,North Carolina,28314,01-08-2020,01-08-2020,30.816,0.2,9.63
5324,Consumer,3518,First Class,fynota,colddrinks,2,South,Fayetteville,North Carolina,28314,01-08-2020,01-08-2020,44.784,0.2,4.4784
5325,Consumer,3519,First Class,kariox,battery,4,South,Fayetteville,North Carolina,28314,01-08-2020,01-08-2020,569.536,0.2,64.0728
5326,Home Office,9160,Standard Class,kariox,headset,3,South,Hendersonville,Tennessee,37075,01-08-2020,01-08-2020,4.338,0.7,-3.0366
5327,Home Office,9161,Standard Class,kariox,headset,5,South,Hendersonville,Tennessee,37075,01-08-2020,01-08-2020,11.88,0.7,-7.92
5328,Home Office,8306,Standard Class,kariox,phone,5,Central,Tulsa,Oklahoma,74133,01-08-2020,01-08-2020,32.4,0,15.552
5329,Home Office,8307,Standard Class,kariox,headset,7,Central,Tulsa,Oklahoma,74133,01-08-2020,01-08-2020,41.86,0,19.2556
5330,Home Office,8308,Standard Class,kariox,headset,2,Central,Tulsa,Oklahoma,74133,01-08-2020,01-08-2020,77.56,0,35.6776
5331,Consumer,5257,Standard Class,kariox,phone,2,Central,Oklahoma City,Oklahoma,73120,01-08-2020,01-08-2020,10.56,0,4.752
5332,Corporate,4088,Second Class,kariox,headset,3,West,Sacramento,California,95823,01-08-2020,01-08-2020,11.784,0.2,3.9771
5333,Corporate,4087,Second Class,kariox,headset,3,West,Sacramento,California,95823,01-08-2020,01-08-2020,20.952,0.2,7.0713
5334,Corporate,4086,Second Class,fynota,colddrinks,2,West,Sacramento,California,95823,01-08-2020,01-08-2020,302.384,0.2,30.2384
5335,Home Office,5312,Standard Class,kariox,tablet,4,South,Greenville,North Carolina,27834,01-08-2020,01-08-2020,9.216,0.2,3.3408
5336,Consumer,4673,Standard Class,fynota,colddrinks,4,Central,Detroit,Michigan,48205,01-08-2020,01-08-2020,635.96,0,165.3496
5337,Consumer,4674,Standard Class,fynota,colddrinks,1,Central,Detroit,Michigan,48205,01-08-2020,01-08-2020,118.99,0,33.3172
5338,Consumer,4675,Standard Class,qexty,shorts,3,Central,Detroit,Michigan,48205,01-08-2020,01-08-2020,272.94,0,30.0234
5339,Corporate,8168,Standard Class,qexty,hoodies,7,West,San Francisco,California,94122,01-08-2020,01-08-2020,863.128,0.2,-32.3673
5340,Corporate,7102,Second Class,kariox,phone,2,Central,Amarillo,Texas,79109,01-08-2020,01-08-2020,19.648,0.2,6.6312
5341,Corporate,7770,Same Day,fynota,colddrinks,2,West,Riverside,California,92503,01-08-2020,01-08-2020,1039.728,0.2,90.9762
5342,Corporate,7771,Same Day,kariox,battery,2,West,Riverside,California,92503,01-08-2020,01-08-2020,45.96,0,13.788
5343,Consumer,9155,Second Class,qexty,shorts,2,East,Philadelphia,Pennsylvania,19140,01-08-2020,01-08-2020,19.312,0.2,3.1382
5344,Corporate,5245,Second Class,qexty,hoodies,2,West,Los Angeles,California,90032,01-08-2020,01-08-2020,136.464,0.2,15.3522
5345,Corporate,5246,Second Class,fynota,colddrinks,3,West,Los Angeles,California,90032,01-08-2020,01-08-2020,333.576,0.2,33.3576
5346,Corporate,5247,Second Class,kariox,headset,2,West,Los Angeles,California,90032,01-08-2020,01-08-2020,12.544,0.2,4.704
5347,Consumer,6158,Second Class,kariox,watch,3,Central,Tulsa,Oklahoma,74133,01-08-2020,01-08-2020,81.54,0,38.3238
5348,Consumer,6159,Second Class,fynota,chocolates,12,Central,Tulsa,Oklahoma,74133,01-08-2020,01-08-2020,167.28,0,23.4192
5349,Home Office,1764,Standard Class,kariox,charger,2,South,Suffolk,Virginia,23434,01-08-2020,01-08-2020,35.06,0,10.518
5350,Home Office,1765,Standard Class,kariox,tablet,1,South,Suffolk,Virginia,23434,01-08-2020,01-08-2020,4.13,0,1.8998
5351,Home Office,1766,Standard Class,qexty,shorts,9,South,Suffolk,Virginia,23434,01-08-2020,01-08-2020,109.8,0,46.116
5352,Home Office,1767,Standard Class,kariox,tablet,2,South,Suffolk,Virginia,23434,01-08-2020,01-08-2020,9.82,0,4.8118
5353,Consumer,2688,First Class,kariox,headset,5,Central,Peoria,Illinois,61604,01-08-2020,01-08-2020,3.98,0.8,-6.567
5354,Consumer,1087,Same Day,kariox,phone,1,Central,Des Moines,Iowa,50315,01-08-2020,01-08-2020,6.48,0,3.1104
5355,Consumer,2573,Second Class,fynota,chocolates,7,Central,Carrollton,Texas,75007,01-08-2020,01-08-2020,1399.944,0.2,52.4979
5356,Consumer,4672,Standard Class,kariox,battery,4,Central,Detroit,Michigan,48205,01-08-2020,01-08-2020,283.14,0.1,72.358
5357,Corporate,8137,Standard Class,qexty,hoodies,7,South,Lakeland,Florida,33801,01-08-2020,01-08-2020,562.2925,0.45,-255.5875
5358,Corporate,1089,Second Class,kariox,tablet,1,West,Oakland,California,94601,01-08-2020,01-08-2020,3.15,0,1.512
5359,Consumer,2555,Standard Class,fynota,colddrinks,7,South,Tallahassee,Florida,32303,01-08-2020,01-08-2020,705.544,0.2,70.5544
5360,Consumer,2858,Second Class,qexty,tshirts,2,South,Fayetteville,North Carolina,28314,01-08-2020,01-08-2020,225.296,0.2,22.5296
5361,Consumer,8895,Standard Class,qexty,shorts,3,West,Los Angeles,California,90004,01-08-2020,01-08-2020,312.03,0,43.6842
5362,Consumer,8896,Standard Class,kariox,laptop,3,West,Los Angeles,California,90004,01-08-2020,01-08-2020,17.94,0,3.0498
5363,Consumer,8897,Standard Class,fynota,colddrinks,3,West,Los Angeles,California,90004,01-08-2020,01-08-2020,165.6,0.2,10.35
5364,Consumer,8898,Standard Class,kariox,phone,4,West,Los Angeles,California,90004,01-08-2020,01-08-2020,37.52,0,18.0096
5365,Corporate,6134,First Class,qexty,hoodies,2,West,Los Angeles,California,90045,01-08-2020,01-08-2020,161.28,0.2,12.096
